              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	     0.00282849
              0	      0.0194332
              0	      0.0164061
              0	      0.0240714
              0	      0.0255015
              0	      0.0356699
              0	      0.0418277
              0	      0.0456911
              0	      0.0429663
              0	      0.0404338
       0.019918	      0.0366233
      0.0626753	      0.0343213
       0.122774	      0.0310161
        0.19776	      0.0284905
       0.157895	      0.0256372
       0.172368	       0.024313
      0.0791994	      0.0222506
      0.0853187	      0.0207017
      0.0274288	        0.01928
      0.0490779	       0.020198
      0.0770268	      0.0215501
      0.0624263	      0.0228973
      0.0584316	      0.0246233
      0.0794234	      0.0254406
      0.0453283	      0.0256034
      0.0174525	      0.0262925
       0.022841	      0.0271702
     0.00985355	       0.026566
      0.0143683	      0.0265059
       0.022044	      0.0263296
      0.0278697	      0.0258298
      0.0608226	      0.0248052
      0.0399398	      0.0239514
      0.0339913	       0.023239
      0.0323067	      0.0224904
      0.0346865	      0.0223409
      0.0299051	      0.0219451
      0.0179635	      0.0213889
      0.0231643	      0.0210672
      0.0174625	      0.0203053
      0.0350511	      0.0196636
      0.0187251	      0.0189229
      0.0362111	       0.018827
      0.0197356	      0.0187739
      0.0212687	      0.0184569
      0.0174463	      0.0181066
      0.0128103	      0.0176175
      0.0121075	      0.0172041
      0.0114669	       0.017014
     0.00673112	      0.0167456
     0.00993615	      0.0164329
     0.00667016	       0.016191
      0.0104576	      0.0160964
      0.0122113	      0.0156885
      0.0133403	       0.015318
     0.00917756	      0.0150129
     0.00686859	      0.0146593
     0.00711787	      0.0142635
     0.00633098	      0.0138734
      0.0101957	       0.013522
     0.00563058	      0.0130894
     0.00821762	      0.0126867
      0.0109475	       0.012186
      0.0107421	      0.0117981
      0.0128049	      0.0114324
     0.00632573	      0.0111584
     0.00512948	       0.010937
     0.00344591	      0.0106005
     0.00512423	      0.0103621
     0.00105341	      0.0101012
      0.0028126	     0.00979051
     0.00241035	     0.00958609
     0.00224966	     0.00948229
     0.00339352	      0.0092073
     0.00154914	     0.00902026
     0.00215619	     0.00874158
     0.00250908	     0.00851594
     0.00133908	     0.00823751
     0.00468312	     0.00794679
     0.00208897	     0.00769255
     0.00224966	     0.00743605
     0.00196399	     0.00718091
     0.00328522	     0.00694501
    0.000607051	     0.00672927
    0.000303526	     0.00651039
    0.000607051	     0.00628927
    0.000446361	     0.00608829
              0	     0.00589502
              0	     0.00572704
              0	     0.00558466
              0	     0.00542942
              0	     0.00525644
              0	     0.00510611
              0	      0.0049491
              0	     0.00480163
              0	     0.00466791
              0	     0.00453882
    0.000303526	     0.00438076
