              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	              0
              0	     0.00435598
              0	       0.029901
              0	      0.0252382
              0	      0.0298073
      0.0132787	      0.0271306
       0.019918	      0.0350235
       0.141379	       0.039973
       0.223222	      0.0430574
      0.0201836	      0.0391375
       0.113931	      0.0367738
       0.189088	      0.0315999
      0.0308384	      0.0276992
      0.0300735	      0.0249834
       0.105348	      0.0235207
      0.0482175	      0.0217847
      0.0648317	       0.021076
      0.0757627	      0.0197865
      0.0768841	      0.0190817
        0.02352	      0.0187158
      0.0949052	      0.0212698
      0.0640035	      0.0244369
      0.0565896	      0.0258987
      0.0719906	      0.0284916
      0.0493082	      0.0294515
      0.0231161	      0.0286228
        0.03528	      0.0279235
      0.0254848	      0.0274058
        0.01483	      0.0265837
      0.0489294	      0.0260155
      0.0493917	      0.0256504
      0.0433317	       0.025021
      0.0282884	      0.0243816
      0.0255328	      0.0243517
      0.0263411	      0.0239557
      0.0222565	      0.0233109
      0.0250785	      0.0230218
      0.0248477	      0.0225737
      0.0214143	      0.0219074
      0.0187038	      0.0214107
      0.0274682	      0.0207995
      0.0197974	      0.0200232
      0.0229003	      0.0192959
      0.0243177	      0.0195782
      0.0129516	      0.0195727
       0.015836	      0.0193491
      0.0204801	      0.0192822
      0.0173393	      0.0187974
      0.0146069	      0.0181089
      0.0166219	      0.0175791
     0.00959309	      0.0171746
      0.0100536	      0.0168431
     0.00911602	      0.0167867
      0.0135238	      0.0165993
     0.00738754	      0.0163904
     0.00671785	      0.0159339
      0.0128441	      0.0155561
      0.0114271	      0.0151754
      0.0121022	      0.0147847
      0.0103946	      0.0143824
     0.00890029	      0.0139725
     0.00944012	      0.0134987
       0.010327	      0.0130997
      0.0042189	      0.0126248
     0.00335244	      0.0122319
     0.00483923	      0.0119053
     0.00668399	      0.0116623
     0.00630485	      0.0115466
     0.00499739	      0.0112352
     0.00437959	      0.0109599
     0.00576279	      0.0107451
      0.0023925	      0.0103982
     0.00477659	      0.0101327
     0.00576279	     0.00991765
     0.00416954	     0.00963893
     0.00182115	     0.00942031
     0.00151763	     0.00912563
      0.0034018	      0.0088868
     0.00231688	     0.00859195
      0.0012141	     0.00830506
     0.00185266	     0.00806459
     0.00135694	     0.00779665
    0.000749887	     0.00751645
     0.00149977	       0.007299
    0.000910577	     0.00705738
    0.000303526	     0.00683152
    0.000303526	     0.00660857
    0.000303526	     0.00639894
    0.000749887	     0.00619988
              0	     0.00602403
    0.000303526	     0.00590012
    0.000303526	     0.00573795
              0	     0.00556401
              0	     0.00540144
              0	     0.00524086
              0	     0.00506371
